filename,transcription,question,context,answers,is_impossible,id,plausible_answers,duration_ms,speech_start_ms,speech_end_ms,leading_silence_ms,trailing_silence_ms,speech_total_ms,n_segments,max_internal_pause_ms,trailing_zero_pad_ms,segments_ms
57264586f1498d1400e8dac7.wav,strictly speaking who was included in doubt and at one,Strictly speaking who was included in DATANET 1,"Datanet 1 was the public switched data network operated by the Dutch PTT Telecom (now known as KPN). Strictly speaking Datanet 1 only referred to the network and the connected users via leased lines (using the X.121 DNIC 2041), the name also referred to the public PAD service Telepad (using the DNIC 2049). And because the main Videotex service used the network and modified PAD devices as infrastructure the name Datanet 1 was used for these services as well. Although this use of the name was incorrect all these services were managed by the same people within one department of KPN contributed to the confusion.","[{""answer_start"": 119, ""text"": ""Datanet 1 only referred to the network and the connected users via leased lines""}, {""answer_start"": 146, ""text"": ""the network""}, {""answer_start"": 146, ""text"": ""the network and the connected users""}]",False,57264586f1498d1400e8dac7,[],7212,864,5024,864,2188,4160,1,0,1504,864-5024
57264586f1498d1400e8dac8.wav,who else did dot in that one refer to,Who else did DATNET 1 refer to ,"Datanet 1 was the public switched data network operated by the Dutch PTT Telecom (now known as KPN). Strictly speaking Datanet 1 only referred to the network and the connected users via leased lines (using the X.121 DNIC 2041), the name also referred to the public PAD service Telepad (using the DNIC 2049). And because the main Videotex service used the network and modified PAD devices as infrastructure the name Datanet 1 was used for these services as well. Although this use of the name was incorrect all these services were managed by the same people within one department of KPN contributed to the confusion.","[{""answer_start"": 258, ""text"": ""public PAD service Telepad (using the DNIC 2049""}, {""answer_start"": 254, ""text"": ""the public PAD service Telepad""}, {""answer_start"": 258, ""text"": ""public PAD service Telepad""}]",False,57264586f1498d1400e8dac8,[],6330,928,4096,928,2234,3040,2,128,1510,928-1760 1888-4096
57264586f1498d1400e8dac9.wav,what was the use of dadin at one name correct,Was the Use of the DATANET 1 name correct ,"Datanet 1 was the public switched data network operated by the Dutch PTT Telecom (now known as KPN). Strictly speaking Datanet 1 only referred to the network and the connected users via leased lines (using the X.121 DNIC 2041), the name also referred to the public PAD service Telepad (using the DNIC 2049). And because the main Videotex service used the network and modified PAD devices as infrastructure the name Datanet 1 was used for these services as well. Although this use of the name was incorrect all these services were managed by the same people within one department of KPN contributed to the confusion.","[{""answer_start"": 476, ""text"": ""use of the name was incorrect all these services were managed by the same people within one department of KPN contributed to the confusion""}, {""answer_start"": 483, ""text"": ""the name was incorrect""}, {""answer_start"": 63, ""text"": ""Dutch PTT Telecom""}]",False,57264586f1498d1400e8dac9,[],7189,960,4672,960,2517,3584,2,128,1505,960-4096 4224-4672
57264845f1498d1400e8db0e.wav,what contributed to the severity of the plague,What contributed to the severity of the plague?,"Plague was reportedly first introduced to Europe via Genoese traders at the port city of Kaffa in the Crimea in 1347. After a protracted siege, during which the Mongol army under Jani Beg was suffering from the disease, the army catapulted the infected corpses over the city walls of Kaffa to infect the inhabitants. The Genoese traders fled, taking the plague by ship into Sicily and the south of Europe, whence it spread north. Whether or not this hypothesis is accurate, it is clear that several existing conditions such as war, famine, and weather contributed to the severity of the Black Death.","[{""answer_start"": 527, ""text"": ""war, famine, and weather""}, {""answer_start"": 527, ""text"": ""war, famine, and weather""}, {""answer_start"": 527, ""text"": ""war, famine, and weather""}]",False,57264845f1498d1400e8db0e,[],6353,2112,4512,2112,1841,2400,1,0,1511,2112-4512
5726487b5951b619008f6ee0.wav,harold winston supported which country during its sixth day war,Harold WInston's supported which country's during its six day war?,"The embargo was not uniform across Europe. Of the nine members of the European Economic Community (EEC), the Netherlands faced a complete embargo, the UK and France received almost uninterrupted supplies (having refused to allow America to use their airfields and embargoed arms and supplies to both the Arabs and the Israelis), while the other six faced partial cutbacks. The UK had traditionally been an ally of Israel, and Harold Wilson's government supported the Israelis during the Six-Day War. His successor, Ted Heath, reversed this policy in 1970, calling for Israel to withdraw to its pre-1967 borders.","[{""answer_start"": 568, ""text"": ""Israel""}, {""answer_start"": 467, ""text"": ""Israel""}, {""answer_start"": 467, ""text"": ""Israelis""}, {""answer_start"": 463, ""text"": ""the Israelis""}]",False,5726487b5951b619008f6ee0,[],9998,3072,6400,3072,3598,3328,1,0,1503,3072-6400
5726487b5951b619008f6ee1.wav,who wanted israel to withdraw from its border,Who wanted Israel to withdraw from its border?,"The embargo was not uniform across Europe. Of the nine members of the European Economic Community (EEC), the Netherlands faced a complete embargo, the UK and France received almost uninterrupted supplies (having refused to allow America to use their airfields and embargoed arms and supplies to both the Arabs and the Israelis), while the other six faced partial cutbacks. The UK had traditionally been an ally of Israel, and Harold Wilson's government supported the Israelis during the Six-Day War. His successor, Ted Heath, reversed this policy in 1970, calling for Israel to withdraw to its pre-1967 borders.","[{""answer_start"": 515, ""text"": ""Ted Heath""}, {""answer_start"": 515, ""text"": ""Ted Heath""}, {""answer_start"": 515, ""text"": ""Ted Heath""}, {""answer_start"": 515, ""text"": ""Ted Heath""}]",False,5726487b5951b619008f6ee1,[],7235,2304,5088,2304,2147,2784,1,0,1500,2304-5088
572649d8f1498d1400e8db3a.wav,which country ration dassoline and keating gas,Which country rationed gasoline and heating gas?,"Despite being relatively unaffected by the embargo, the UK nonetheless faced an oil crisis of its own - a series of strikes by coal miners and railroad workers over the winter of 1973–74 became a major factor in the change of government. Heath asked the British to heat only one room in their houses over the winter. The UK, Germany, Italy, Switzerland and Norway banned flying, driving and boating on Sundays. Sweden rationed gasoline and heating oil. The Netherlands imposed prison sentences for those who used more than their ration of electricity.","[{""answer_start"": 411, ""text"": ""Sweden""}, {""answer_start"": 411, ""text"": ""Sweden""}, {""answer_start"": 411, ""text"": ""Sweden""}, {""answer_start"": 411, ""text"": ""Sweden""}, {""answer_start"": 411, ""text"": ""Sweden""}]",False,572649d8f1498d1400e8db3a,[],7676,1664,4576,1664,3100,2912,1,0,1510,1664-4576
57264a74708984140094c18d.wav,who allegedly coined the name black daf,Who allegedly coined the name Black Death?,"Gasquet (1908) claimed that the Latin name atra mors (Black Death) for the 14th-century epidemic first appeared in modern times in 1631 in a book on Danish history by J.I. Pontanus: ""Vulgo & ab effectu atram mortem vocatibant. (""Commonly and from its effects, they called it the black death""). The name spread through Scandinavia and then Germany, gradually becoming attached to the mid 14th-century epidemic as a proper name. In England, it was not until 1823 that the medieval epidemic was first called the Black Death.","[{""answer_start"": 167, ""text"": ""J.I. Pontanus""}, {""answer_start"": 167, ""text"": ""J.I. Pontanus""}, {""answer_start"": 167, ""text"": ""J.I. Pontanus""}]",False,57264a74708984140094c18d,[],7723,2432,5024,2432,2699,2240,3,256,1500,2432-4064 4320-4576 4672-5024
57264a74708984140094c18e.wav,when did the name black death officially take root in england,When did the name black death officially take root in England?,"Gasquet (1908) claimed that the Latin name atra mors (Black Death) for the 14th-century epidemic first appeared in modern times in 1631 in a book on Danish history by J.I. Pontanus: ""Vulgo & ab effectu atram mortem vocatibant. (""Commonly and from its effects, they called it the black death""). The name spread through Scandinavia and then Germany, gradually becoming attached to the mid 14th-century epidemic as a proper name. In England, it was not until 1823 that the medieval epidemic was first called the Black Death.","[{""answer_start"": 456, ""text"": ""1823""}, {""answer_start"": 456, ""text"": ""1823""}, {""answer_start"": 456, ""text"": ""1823""}]",False,57264a74708984140094c18e,[],7793,2176,5792,2176,2001,3360,4,128,1500,2176-3136 3200-3488 3552-3936 4064-5792
57264a74708984140094c18f.wav,did the plague spread in scandinavia or germany first,Did the plague spread in Scandinavia or Germany first?,"Gasquet (1908) claimed that the Latin name atra mors (Black Death) for the 14th-century epidemic first appeared in modern times in 1631 in a book on Danish history by J.I. Pontanus: ""Vulgo & ab effectu atram mortem vocatibant. (""Commonly and from its effects, they called it the black death""). The name spread through Scandinavia and then Germany, gradually becoming attached to the mid 14th-century epidemic as a proper name. In England, it was not until 1823 that the medieval epidemic was first called the Black Death.","[{""answer_start"": 318, ""text"": ""Scandinavia""}, {""answer_start"": 318, ""text"": ""Scandinavia""}, {""answer_start"": 318, ""text"": ""Scandinavia""}]",False,57264a74708984140094c18f,[],13133,2912,6656,2912,6477,3456,3,224,1504,2912-3648 3712-5216 5440-6656
57264d9edd62a815002e8100.wav,lyra was a short turn argument in his increminate,Why was this short termed organization created?,"In 1973, Nixon named William E. Simon as the first Administrator of the Federal Energy Office, a short-term organization created to coordinate the response to the embargo. Simon allocated states the same amount of domestic oil for 1974 that each had consumed in 1972, which worked for states whose populations were not increasing. In other states, lines at gasoline stations were common. The American Automobile Association reported that in the last week of February 1974, 20% of American gasoline stations had no fuel.","[{""answer_start"": 132, ""text"": ""coordinate the response to the embargo""}, {""answer_start"": 129, ""text"": ""to coordinate the response to the embargo""}, {""answer_start"": 129, ""text"": ""to coordinate the response to the embargo""}, {""answer_start"": 129, ""text"": ""to coordinate the response to the embargo""}, {""answer_start"": 129, ""text"": ""to coordinate the response to the embargo""}]",False,57264d9edd62a815002e8100,[],6980,2080,5120,2080,1860,3040,1,0,1511,2080-5120
57264d9edd62a815002e8101.wav,putting in a triple rein to the principal anchorage at the gas station at me another gaffery,"According to the AAA, what is the percentage of the gas stations that ran out of gasoline?","In 1973, Nixon named William E. Simon as the first Administrator of the Federal Energy Office, a short-term organization created to coordinate the response to the embargo. Simon allocated states the same amount of domestic oil for 1974 that each had consumed in 1972, which worked for states whose populations were not increasing. In other states, lines at gasoline stations were common. The American Automobile Association reported that in the last week of February 1974, 20% of American gasoline stations had no fuel.","[{""answer_start"": 445, ""text"": ""last week of February 1974,""}, {""answer_start"": 473, ""text"": ""20%""}, {""answer_start"": 473, ""text"": ""20""}, {""answer_start"": 473, ""text"": ""20%""}, {""answer_start"": 473, ""text"": ""20%""}]",False,57264d9edd62a815002e8101,[],9906,1152,6880,1152,3026,5376,3,320,1515,1152-1472 1504-5024 5344-6880
57264efddd62a815002e8138.wav,when with the cabinet level energy department created,When was the cabinet-level Energy Department created?,"To help reduce consumption, in 1974 a national maximum speed limit of 55 mph (about 88 km/h) was imposed through the Emergency Highway Energy Conservation Act. Development of the Strategic Petroleum Reserve began in 1975, and in 1977 the cabinet-level Department of Energy was created, followed by the National Energy Act of 1978.[citation needed] On November 28, 1995, Bill Clinton signed the National Highway Designation Act, ending the federal 55 mph (89 km/h) speed limit, allowing states to restore their prior maximum speed limit.","[{""answer_start"": 229, ""text"": ""1977""}, {""answer_start"": 229, ""text"": ""1977""}, {""answer_start"": 229, ""text"": ""1977""}, {""answer_start"": 229, ""text"": ""1977""}, {""answer_start"": 229, ""text"": ""1977""}]",False,57264efddd62a815002e8138,[],6794,1920,4896,1920,1898,2976,1,0,1508,1920-4896
57264f18f1498d1400e8dbb1.wav,how and when did the first variant of why passes enter europe,How and when did the first variant of y. pestis enter Europe?,"The study also found that there were two previously unknown but related clades (genetic branches) of the Y. pestis genome associated with medieval mass graves. These clades (which are thought to be extinct) were found to be ancestral to modern isolates of the modern Y. pestis strains Y. p. orientalis and Y. p. medievalis, suggesting the plague may have entered Europe in two waves. Surveys of plague pit remains in France and England indicate the first variant entered Europe through the port of Marseille around November 1347 and spread through France over the next two years, eventually reaching England in the spring of 1349, where it spread through the country in three epidemics. Surveys of plague pit remains from the Dutch town of Bergen op Zoom showed the Y. pestis genotype responsible for the pandemic that spread through the Low Countries from 1350 differed from that found in Britain and France, implying Bergen op Zoom (and possibly other parts of the southern Netherlands) was not directly infected from England or France in 1349 and suggesting a second wave of plague, different from those in Britain and France, may have been carried to the Low Countries from Norway, the Hanseatic cities or another site.","[{""answer_start"": 478, ""text"": ""through the port of Marseille around November 1347""}, {""answer_start"": 486, ""text"": ""the port of Marseille around November 1347""}, {""answer_start"": 524, ""text"": ""1347""}]",False,57264f18f1498d1400e8dbb1,[],6794,1568,4800,1568,1994,3232,1,0,1514,1568-4800
57264f18f1498d1400e8dbb2.wav,when did the white passes reach england,When did the y. pestis reach England?,"The study also found that there were two previously unknown but related clades (genetic branches) of the Y. pestis genome associated with medieval mass graves. These clades (which are thought to be extinct) were found to be ancestral to modern isolates of the modern Y. pestis strains Y. p. orientalis and Y. p. medievalis, suggesting the plague may have entered Europe in two waves. Surveys of plague pit remains in France and England indicate the first variant entered Europe through the port of Marseille around November 1347 and spread through France over the next two years, eventually reaching England in the spring of 1349, where it spread through the country in three epidemics. Surveys of plague pit remains from the Dutch town of Bergen op Zoom showed the Y. pestis genotype responsible for the pandemic that spread through the Low Countries from 1350 differed from that found in Britain and France, implying Bergen op Zoom (and possibly other parts of the southern Netherlands) was not directly infected from England or France in 1349 and suggesting a second wave of plague, different from those in Britain and France, may have been carried to the Low Countries from Norway, the Hanseatic cities or another site.","[{""answer_start"": 615, ""text"": ""spring of 1349""}, {""answer_start"": 625, ""text"": ""1349""}, {""answer_start"": 625, ""text"": ""1349""}]",False,57264f18f1498d1400e8dbb2,[],5703,1408,3520,1408,2183,2112,1,0,1503,1408-3520
57265360dd62a815002e819c.wav,to force the pan to be more involved in the crisis what did thoughty and cooedy governments do,"To force Japan to be more involved in the crisis, what did Saudi and Kuwaiti government do?","Although lacking historical connections to the Middle East, Japan was the country most dependent on Arab oil. 71% of its imported oil came from the Middle East in 1970. On November 7, 1973, the Saudi and Kuwaiti governments declared Japan a ""nonfriendly"" country to encourage it to change its noninvolvement policy. It received a 5% production cut in December, causing a panic. On November 22, Japan issued a statement ""asserting that Israel should withdraw from all of the 1967 territories, advocating Palestinian self-determination, and threatening to reconsider its policy toward Israel if Israel refused to accept these preconditions"". By December 25, Japan was considered an Arab-friendly state.","[{""answer_start"": 330, ""text"": ""5% production cut""}, {""answer_start"": 224, ""text"": ""declared Japan a \""nonfriendly\"" country""}, {""answer_start"": 224, ""text"": ""declared Japan a \""nonfriendly\"" country""}, {""answer_start"": 224, ""text"": ""declared Japan a \""nonfriendly\"" country""}, {""answer_start"": 224, ""text"": ""declared Japan a \""nonfriendly\"" country""}]",False,57265360dd62a815002e819c,[],9766,1664,7264,1664,2502,5088,3,480,1506,1664-4288 4768-5152 5184-7264
57265360dd62a815002e819d.wav,when did japan release a statement to tell its realities to a draw from the palestine,When did Japan release a statement to tell Israelis to withdraw from the Palestine?,"Although lacking historical connections to the Middle East, Japan was the country most dependent on Arab oil. 71% of its imported oil came from the Middle East in 1970. On November 7, 1973, the Saudi and Kuwaiti governments declared Japan a ""nonfriendly"" country to encourage it to change its noninvolvement policy. It received a 5% production cut in December, causing a panic. On November 22, Japan issued a statement ""asserting that Israel should withdraw from all of the 1967 territories, advocating Palestinian self-determination, and threatening to reconsider its policy toward Israel if Israel refused to accept these preconditions"". By December 25, Japan was considered an Arab-friendly state.","[{""answer_start"": 381, ""text"": ""November 22""}, {""answer_start"": 381, ""text"": ""November 22""}, {""answer_start"": 381, ""text"": ""November 22""}, {""answer_start"": 381, ""text"": ""November 22,""}, {""answer_start"": 381, ""text"": ""November 22""}]",False,57265360dd62a815002e819d,[],9093,1728,6880,1728,2213,4704,3,384,1502,1728-3072 3136-4864 5248-6880
57265360dd62a815002e819e.wav,when was the pan accepted at the arab's friendly state,When was Japan accepted as an Arab-friendly state?,"Although lacking historical connections to the Middle East, Japan was the country most dependent on Arab oil. 71% of its imported oil came from the Middle East in 1970. On November 7, 1973, the Saudi and Kuwaiti governments declared Japan a ""nonfriendly"" country to encourage it to change its noninvolvement policy. It received a 5% production cut in December, causing a panic. On November 22, Japan issued a statement ""asserting that Israel should withdraw from all of the 1967 territories, advocating Palestinian self-determination, and threatening to reconsider its policy toward Israel if Israel refused to accept these preconditions"". By December 25, Japan was considered an Arab-friendly state.","[{""answer_start"": 643, ""text"": ""December 25""}, {""answer_start"": 643, ""text"": ""December 25""}, {""answer_start"": 643, ""text"": ""December 25""}, {""answer_start"": 643, ""text"": ""December 25""}, {""answer_start"": 643, ""text"": ""December 25""}]",False,57265360dd62a815002e819e,[],7676,1696,4672,1696,3004,2944,2,32,1512,1696-4288 4320-4672
57265526708984140094c2c1.wav,when did the wad be seized the grand moskin mecca,When did the Wahhabi seized the Grand Mosque in Mecca?,"The USSR's invasion of Afghanistan was only one sign of insecurity in the region, also marked by increased American weapons sales, technology, and outright military presence. Saudi Arabia and Iran became increasingly dependent on American security assurances to manage both external and internal threats, including increased military competition between them over increased oil revenues. Both states were competing for preeminence in the Persian Gulf and using increased revenues to fund expanded militaries. By 1979, Saudi arms purchases from the US exceeded five times Israel's. Another motive for the large scale purchase of arms from the US by Saudi Arabia was the failure of the Shah during January 1979 to maintain control of Iran, a non-Arabic but largely Shiite Muslim nation, which fell to a theocratic Islamist government under the Ayatollah Ruhollah Khomeini in the wake of the 1979 Iranian Revolution. Saudi Arabia, on the other hand, is an Arab, largely Sunni Muslim nation headed by a near absolutist monarchy. In the wake of the Iranian revolution the Saudis were forced to deal with the prospect of internal destabilization via the radicalism of Islamism, a reality which would quickly be revealed in the seizure of the Grand Mosque in Mecca by Wahhabi extremists during November 1979 and a Shiite revolt in the oil rich Al-Hasa region of Saudi Arabia in December of the same year. In November 2010, Wikileaks leaked confidential diplomatic cables pertaining to the United States and its allies which revealed that the late Saudi King Abdullah urged the United States to attack Iran in order to destroy its potential nuclear weapons program, describing Iran as ""a snake whose head should be cut off without any procrastination.""","[{""answer_start"": 1287, ""text"": ""November 1979""}, {""answer_start"": 1287, ""text"": ""November 1979""}, {""answer_start"": 1287, ""text"": ""November 1979""}, {""answer_start"": 1287, ""text"": ""November 1979""}, {""answer_start"": 1287, ""text"": ""November 1979""}]",False,57265526708984140094c2c1,[],7282,960,4192,960,3090,3168,2,64,1505,960-2688 2752-4192
5726581fdd62a815002e823d.wav,which countries and ports became the defactor mass market leaders,Which country's imports became the de facto mass market leaders?,"The crisis reduced the demand for large cars. Japanese imports, primarily the Toyota Corona, the Toyota Corolla, the Datsun B210, the Datsun 510, the Honda Civic, the Mitsubishi Galant (a captive import from Chrysler sold as the Dodge Colt), the Subaru DL, and later the Honda Accord all had four cylinder engines that were more fuel efficient than the typical American V8 and six cylinder engines. Japanese imports became mass-market leaders with unibody construction and front-wheel drive, which became de facto standards.","[{""answer_start"": 399, ""text"": ""Japan""}, {""answer_start"": 399, ""text"": ""Japan""}, {""answer_start"": 399, ""text"": ""Japanese""}, {""answer_start"": 399, ""text"": ""Japanese""}, {""answer_start"": 46, ""text"": ""Japanese""}]",False,5726581fdd62a815002e823d,[],8025,1440,5280,1440,2745,3840,1,0,1514,1440-5280
572658435951b619008f7029.wav,why is the c j e used duty,What is the CJEU's duty?,"The judicial branch of the EU has played an important role in the development of EU law, by assuming the task of interpreting the treaties, and accelerating economic and political integration. Today the Court of Justice of the European Union (CJEU) is the main judicial body, within which there is a higher European Court of Justice (commonly abbreviated as ECJ) that deals with cases that contain more public importance, and a General Court that deals with issues of detail but without general importance. There is also a Civil Service Tribunal to deal with EU staff issues, and then a separate Court of Auditors. Under the Treaty on European Union article 19(2) there is one judge from each member state, 28 at present, who are supposed to ""possess the qualifications required for appointment to the highest judicial offices"" (or for the General Court, the ""ability required for appointment to high judicial office""). A president is elected by the judges for three years. Under TEU article 19(3) is to be the ultimate court to interpret questions of EU law. In fact, most EU law is applied by member state courts (the English Court of Appeal, the German Bundesgerichtshof, the Belgian Cour du travail, etc.) but they can refer questions to the EU court for a preliminary ruling. The CJEU's duty is to ""ensure that in the interpretation and application of the Treaties the law is observed"", although realistically it has the ability to expand and develop the law according to the principles it deems to be appropriate. Arguably this has been done through both seminal and controversial judgments, including Van Gend en Loos, Mangold v Helm, and Kadi v Commission.","[{""answer_start"": 1304, ""text"": ""ensure that in the interpretation and application of the Treaties the law is observed""}, {""answer_start"": 1303, ""text"": ""\""ensure that in the interpretation and application of the Treaties the law is observed\""""}, {""answer_start"": 1303, ""text"": ""\""ensure that in the interpretation and application of the Treaties the law is observed\""""}, {""answer_start"": 1303, ""text"": ""\""ensure that in the interpretation and application of the Treaties the law is observed\""""}]",False,572658435951b619008f7029,[],6585,1280,4192,1280,2393,2784,2,128,1505,1280-3552 3680-4192
572659535951b619008f7041.wav,name an action that was added to the production of the compacts,Name an extra that was added to the production of the compacts.,"Some buyers lamented the small size of the first Japanese compacts, and both Toyota and Nissan (then known as Datsun) introduced larger cars such as the Toyota Corona Mark II, the Toyota Cressida, the Mazda 616 and Datsun 810, which added passenger space and amenities such as air conditioning, power steering, AM-FM radios, and even power windows and central locking without increasing the price of the vehicle. A decade after the 1973 oil crisis, Honda, Toyota and Nissan, affected by the 1981 voluntary export restraints, opened US assembly plants and established their luxury divisions (Acura, Lexus and Infiniti, respectively) to distinguish themselves from their mass-market brands.","[{""answer_start"": 295, ""text"": ""power steering""}, {""answer_start"": 277, ""text"": ""air conditioning""}, {""answer_start"": 277, ""text"": ""air conditioning""}, {""answer_start"": 334, ""text"": ""power windows""}]",False,572659535951b619008f7041,[],7723,1792,5056,1792,2667,3264,1,0,1523,1792-5056
572659535951b619008f7042.wav,name a luxury division at toyotta,Name a luxury division of Toyota.,"Some buyers lamented the small size of the first Japanese compacts, and both Toyota and Nissan (then known as Datsun) introduced larger cars such as the Toyota Corona Mark II, the Toyota Cressida, the Mazda 616 and Datsun 810, which added passenger space and amenities such as air conditioning, power steering, AM-FM radios, and even power windows and central locking without increasing the price of the vehicle. A decade after the 1973 oil crisis, Honda, Toyota and Nissan, affected by the 1981 voluntary export restraints, opened US assembly plants and established their luxury divisions (Acura, Lexus and Infiniti, respectively) to distinguish themselves from their mass-market brands.","[{""answer_start"": 598, ""text"": ""Lexus""}, {""answer_start"": 598, ""text"": ""Lexus""}, {""answer_start"": 598, ""text"": ""Lexus""}, {""answer_start"": 591, ""text"": ""Acura""}, {""answer_start"": 598, ""text"": ""Lexus""}]",False,572659535951b619008f7042,[],7212,2208,4736,2208,2476,2528,1,0,1522,2208-4736
57265a58dd62a815002e8272.wav,maza miss a b c and a zeuso joined partnership with which american car company,"Mazda, Mitsubishi and Isuzu joined partnership with which American car company?","Compact trucks were introduced, such as the Toyota Hilux and the Datsun Truck, followed by the Mazda Truck (sold as the Ford Courier), and the Isuzu-built Chevrolet LUV. Mitsubishi rebranded its Forte as the Dodge D-50 a few years after the oil crisis. Mazda, Mitsubishi and Isuzu had joint partnerships with Ford, Chrysler, and GM, respectively. Later the American makers introduced their domestic replacements (Ford Ranger, Dodge Dakota and the Chevrolet S10/GMC S-15), ending their captive import policy.","[{""answer_start"": 309, ""text"": ""Ford, Chrysler, and GM""}, {""answer_start"": 309, ""text"": ""Ford, Chrysler, and GM""}, {""answer_start"": 309, ""text"": ""Ford, Chrysler, and GM, respectively""}, {""answer_start"": 309, ""text"": ""Ford""}, {""answer_start"": 309, ""text"": ""Ford, Chrysler, and GM""}]",False,57265a58dd62a815002e8272,[],8861,992,6336,992,2525,5248,2,96,1510,992-3424 3520-6336
57265a58dd62a815002e8273.wav,when american car companies rolled out with their domestic replacement cards which palsy ended,"When American car companies rolled out with their domestic replacement cars, which policy ended?","Compact trucks were introduced, such as the Toyota Hilux and the Datsun Truck, followed by the Mazda Truck (sold as the Ford Courier), and the Isuzu-built Chevrolet LUV. Mitsubishi rebranded its Forte as the Dodge D-50 a few years after the oil crisis. Mazda, Mitsubishi and Isuzu had joint partnerships with Ford, Chrysler, and GM, respectively. Later the American makers introduced their domestic replacements (Ford Ranger, Dodge Dakota and the Chevrolet S10/GMC S-15), ending their captive import policy.","[{""answer_start"": 485, ""text"": ""captive import policy""}, {""answer_start"": 485, ""text"": ""captive import""}, {""answer_start"": 485, ""text"": ""captive import""}, {""answer_start"": 485, ""text"": ""captive import""}, {""answer_start"": 485, ""text"": ""captive import""}]",False,57265a58dd62a815002e8273,[],9859,1728,7328,1728,2531,5152,2,448,1519,1728-5632 6080-7328
57265ceddd62a815002e82ba.wav,which car shows the de otie's revision of categories,Which car shows the DOT's revision of categories?,"Federal safety standards, such as NHTSA Federal Motor Vehicle Safety Standard 215 (pertaining to safety bumpers), and compacts like the 1974 Mustang I were a prelude to the DOT ""downsize"" revision of vehicle categories. By 1977, GM's full-sized cars reflected the crisis. By 1979, virtually all ""full-size"" American cars had shrunk, featuring smaller engines and smaller outside dimensions. Chrysler ended production of their full-sized luxury sedans at the end of the 1981 model year, moving instead to a full front-wheel drive lineup for 1982 (except for the M-body Dodge Diplomat/Plymouth Gran Fury and Chrysler New Yorker Fifth Avenue sedans).","[{""answer_start"": 141, ""text"": ""Mustang I""}, {""answer_start"": 132, ""text"": ""the 1974 Mustang I""}, {""answer_start"": 141, ""text"": ""Mustang I""}, {""answer_start"": 136, ""text"": ""1974 Mustang I""}, {""answer_start"": 136, ""text"": ""1974 Mustang I""}]",False,57265ceddd62a815002e82ba,[],7862,1344,5600,1344,2262,4256,1,0,1500,1344-5600
5726722bdd62a815002e852c.wav,what is the number of plant species in economics and social interest,What is the number of plant species in economics and social interest?,"The biodiversity of plant species is the highest on Earth with one 2001 study finding a quarter square kilometer (62 acres) of Ecuadorian rainforest supports more than 1,100 tree species. A study in 1999 found one square kilometer (247 acres) of Amazon rainforest can contain about 90,790 tonnes of living plants. The average plant biomass is estimated at 356 ± 47 tonnes per hectare. To date, an estimated 438,000 species of plants of economic and social interest have been registered in the region with many more remaining to be discovered or catalogued. The total number of tree species in the region is estimated at 16,000.","[{""answer_start"": 407, ""text"": ""438,000""}, {""answer_start"": 407, ""text"": ""438,000""}, {""answer_start"": 407, ""text"": ""438,000""}, {""answer_start"": 407, ""text"": ""438,000 species""}]",False,5726722bdd62a815002e852c,[],8396,1248,6176,1248,2220,4832,4,32,1500,1248-2592 2624-3872 3904-4800 4832-6176
572683075951b619008f7517.wav,is fertilization internal or external in most species,Is fertilization  internal or exeternal in most species?,"Almost all species are hermaphrodites, in other words they function as both males and females at the same time – except that in two species of the genus Ocryopsis individuals remain of the same single sex all their lives. The gonads are located in the parts of the internal canal network under the comb rows, and eggs and sperm are released via pores in the epidermis. Fertilization is external in most species, but platyctenids use internal fertilization and keep the eggs in brood chambers until they hatch. Self-fertilization has occasionally been seen in species of the genus Mnemiopsis, and it is thought that most of the hermaphroditic species are self-fertile.","[{""answer_start"": 386, ""text"": ""external""}, {""answer_start"": 386, ""text"": ""external""}, {""answer_start"": 386, ""text"": ""external""}]",False,572683075951b619008f7517,[],7862,672,5760,672,2102,4992,3,64,1506,672-4736 4768-4960 5024-5760
572686fc708984140094c8e8.wav,two adults or juvenile secretions luminous brighter,Do adults or juveniles secretions luminesce brighter?,"When some species, including Bathyctena chuni, Euplokamis stationis and Eurhamphaea vexilligera, are disturbed, they produce secretions (ink) that luminesce at much the same wavelengths as their bodies. Juveniles will luminesce more brightly in relation to their body size than adults, whose luminescence is diffused over their bodies. Detailed statistical investigation has not suggested the function of ctenophores' bioluminescence nor produced any correlation between its exact color and any aspect of the animals' environments, such as depth or whether they live in coastal or mid-ocean waters.","[{""answer_start"": 203, ""text"": ""Juveniles will luminesce more brightly""}, {""answer_start"": 203, ""text"": ""Juveniles""}, {""answer_start"": 203, ""text"": ""Juveniles""}]",False,572686fc708984140094c8e8,[],7862,992,5632,992,2230,4544,2,96,1522,992-4064 4160-5632
